,Wine_Type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
262,Red,8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5.0
263,Red,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5.0
264,Red,,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5.0
265,Red,11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7.0
266,Red,8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4.0
267,Red,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,
268,Red,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,,0.91,9.4,6.0
269,Red,11.5,0.18,0.51,,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6.0
270,Red,7.9,0.545,0.06,,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6.0
271,Red,11.5,0.18,0.51,,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6.0
272,Red,10.9,0.37,0.58,,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5.0
273,Red,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5.0
274,Red,7.5,0.65,0.18,,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5.0
275,Red,7.9,0.545,0.06,,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6.0
276,Red,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,,0.91,9.4,6.0
277,Red,11.5,0.18,0.51,,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6.0
278,Red,10.3,0.32,0.45,,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,
279,Red,8.9,0.4,0.32,,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7.0
280,Red,11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6.0
281,Red,7.7,0.27,0.68,3.5,,5.0,10.0,0.9972,3.25,,9.9,7.0
282,Red,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5.0
283,Red,8.9,0.4,0.32,,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7.0
284,Red,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5.0
285,Red,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5.0
286,Red,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6.0
287,Red,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6.0
288,Red,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7.0
289,Red,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.0
290,Red,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7.0
291,Red,11.0,0.2,0.48,2.0,,6.0,18.0,0.9979,3.3,0.71,10.5,5.0
292,Red,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6.0
293,Red,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6.0
294,Red,,0.34,0.52,3.2,0.094,17.0,53.0,,3.05,0.81,9.5,6.0
295,Red,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5.0
296,Red,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5.0
297,Red,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5.0
298,Red,7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5.0
299,Red,6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5.0
300,Red,7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6.0
301,Red,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6.0
302,Red,8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5.0
303,Red,7.4,0.67,0.12,1.6,,5.0,21.0,0.996,3.39,0.54,9.5,5.0
304,Red,8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5.0
305,Red,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6.0
306,Red,7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5.0
307,Red,10.3,0.41,0.42,2.4,,6.0,14.0,0.9994,3.19,0.62,9.5,6.0
308,Red,10.3,0.43,0.44,2.4,,5.0,12.0,0.9994,3.19,0.63,9.5,6.0
309,Red,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6.0
310,Red,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6.0
311,Red,7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6.0
312,Red,9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6.0
313,Red,8.6,0.47,0.3,3.0,0.076,30.0,,0.9976,3.3,0.53,9.4,5.0
314,Red,7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5.0
315,Red,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6.0
316,Red,9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5.0
317,Red,9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6.0
318,Red,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7.0
319,Red,9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6.0
320,Red,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7.0
321,Red,9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5.0
322,Red,7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5.0
323,Red,10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6.0
324,Red,10.0,0.49,0.2,,0.071,13.0,50.0,,3.16,0.69,9.2,6.0
325,Red,10.0,0.49,0.2,,0.071,13.0,50.0,,3.16,0.69,9.2,6.0
326,Red,11.6,0.53,0.66,3.65,,6.0,14.0,0.9978,3.05,0.74,11.5,7.0
327,Red,10.3,0.44,0.5,,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5.0
328,Red,,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,6.0
329,Red,10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5.0
330,Red,10.2,0.36,0.64,2.9,,10.0,41.0,0.998,3.23,0.66,12.5,6.0
331,Red,10.2,0.36,0.64,2.9,,10.0,41.0,0.998,3.23,0.66,12.5,6.0
332,Red,8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6.0
333,Red,8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5.0
334,Red,7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7.0
335,Red,11.9,0.695,0.53,3.4,,7.0,21.0,0.9992,3.17,0.84,12.2,7.0
336,Red,8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6.0
337,Red,7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5.0
338,Red,,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,,11.5,6.0
339,Red,,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,,9.8,7.0
340,Red,12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,,9.2,6.0
341,Red,10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6.0
342,Red,10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6.0
343,Red,10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6.0
344,Red,11.9,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,6.0
345,Red,7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5.0
346,Red,6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,7.0
347,Red,,0.49,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,12.0,6.0
348,Red,9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6.0
349,Red,9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,6.0
350,Red,10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,6.0
351,Red,9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6.0
352,Red,7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5.0
353,Red,,0.53,0.79,,,23.0,77.0,,3.18,0.77,13.0,5.0
354,Red,6.1,0.21,0.4,1.4,0.066,40.5,,,3.25,0.59,11.9,6.0
355,Red,6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6.0
356,Red,11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5.0
357,Red,10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,7.0
358,Red,11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7.0
359,Red,,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6.0
360,Red,8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5.0
361,Red,8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6.0
362,Red,11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5.0
363,Red,,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5.0
364,Red,,0.615,0.66,,0.083,7.0,42.0,,3.07,0.73,10.0,7.0
365,Red,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6.0
366,Red,,0.615,0.66,,0.083,7.0,42.0,,3.07,0.73,10.0,7.0
367,Red,10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5.0
368,Red,10.3,0.34,0.52,2.8,,15.0,75.0,0.9998,3.18,0.64,9.4,5.0
369,Red,9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,,12.0,7.0
370,Red,6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5.0
371,Red,7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,6.0
372,Red,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,,10.6,6.0
373,Red,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5.0
374,Red,,0.41,0.63,,0.089,6.0,47.0,,3.01,0.81,10.8,6.0
375,Red,11.5,0.54,0.71,,,6.0,15.0,0.9984,3.01,0.83,11.8,7.0
376,Red,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,,11.0,6.0
377,Red,9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,,12.0,7.0
378,Red,11.4,0.625,0.66,,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,6.0
379,Red,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6.0
380,Red,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6.0
381,Red,,0.415,0.68,2.9,0.085,17.0,43.0,,3.06,0.8,10.0,6.0
382,Red,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6.0
383,Red,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6.0
384,Red,7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5.0
385,Red,7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6.0
386,Red,7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6.0
387,Red,8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6.0
388,Red,7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6.0
389,Red,9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7.0
390,Red,5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,
391,Red,,0.415,0.68,2.9,0.085,17.0,43.0,,3.06,0.8,10.0,6.0
392,Red,9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,5.0
393,Red,8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,5.0
394,Red,,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5.0
395,Red,12.0,0.37,0.76,,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7.0
396,Red,6.6,0.735,0.02,,,,,0.9994,3.47,0.53,9.9,5.0
397,Red,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6.0
398,Red,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6.0
399,Red,8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5.0
400,Red,6.6,0.735,0.02,,,,,0.9994,3.47,0.53,9.9,5.0
401,Red,7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6.0
402,Red,12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6.0
403,Red,11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6.0
404,Red,7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5.0
405,Red,8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6.0
406,Red,9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6.0
407,Red,12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7.0
408,Red,10.4,0.34,0.58,,,6.0,16.0,0.997,3.19,0.7,11.3,6.0
409,Red,,0.46,0.49,,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4.0
410,Red,9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6.0
411,Red,9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5.0
412,Red,7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5.0
413,Red,9.9,0.4,0.53,,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7.0
414,Red,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5.0
415,Red,8.6,0.725,0.24,,0.117,31.0,,,3.32,,9.3,5.0
416,Red,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6.0
417,Red,7.0,0.58,0.12,1.9,0.091,34.0,,0.9956,3.44,0.48,10.5,5.0
418,Red,11.9,0.38,0.51,2.0,,7.0,20.0,0.9996,3.24,0.76,10.4,6.0
419,Red,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5.0
420,Red,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7.0
421,Red,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.0
422,Red,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5.0
423,Red,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7.0
424,Red,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5.0
425,Red,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.0
426,Red,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6.0
427,Red,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6.0
428,Red,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5.0
429,Red,,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6.0
430,Red,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7.0
431,Red,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5.0
432,Red,11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6.0
433,Red,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5.0
434,Red,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6.0
435,Red,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5.0
436,Red,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6.0
437,Red,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6.0
438,Red,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6.0
439,Red,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5.0
440,Red,,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,,0.82,9.8,
441,Red,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6.0
442,Red,,0.685,0.76,,0.1,6.0,43.0,,2.95,0.68,11.2,7.0
443,Red,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7.0
444,Red,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7.0
445,Red,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6.0
446,Red,,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5.0
447,Red,9.3,0.48,0.29,2.1,,6.0,16.0,0.9968,3.22,0.72,11.2,5.0
448,Red,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6.0
449,Red,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6.0
450,Red,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6.0
451,Red,8.4,0.37,0.53,1.8,,9.0,26.0,0.9979,3.06,,9.1,6.0
452,Red,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6.0
453,Red,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7.0
454,Red,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5.0
455,Red,11.3,0.62,0.67,,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,
456,Red,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5.0
457,Red,9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5.0
458,Red,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7.0
459,Red,11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,
460,Red,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6.0
461,Red,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5.0
462,Red,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5.0
463,Red,8.1,0.66,0.7,2.2,0.098,25.0,,0.9972,3.08,0.53,9.0,5.0
464,Red,11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6.0
465,Red,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5.0
466,Red,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6.0
467,Red,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,,6.0
468,Red,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6.0
469,Red,8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5.0
470,Red,,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5.0
471,Red,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6.0
472,Red,,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6.0
473,Red,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5.0
474,Red,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6.0
475,Red,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5.0
476,Red,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5.0
477,Red,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,,11.0,6.0
478,Red,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5.0
479,Red,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6.0
480,Red,10.6,0.28,0.39,,0.069,6.0,23.0,,3.12,0.66,9.2,5.0
481,Red,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,
482,Red,10.6,0.36,0.59,2.2,,6.0,18.0,0.9986,3.04,,9.4,5.0
483,Red,10.6,0.36,0.6,2.2,,7.0,18.0,0.9986,3.04,,9.4,5.0
484,Red,10.6,0.44,0.68,,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6.0
485,Red,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5.0
486,Red,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5.0
487,Red,10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6.0
488,Red,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7.0
489,Red,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6.0
490,Red,9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6.0
491,Red,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7.0
492,Red,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7.0
493,Red,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6.0
494,Red,6.5,0.39,0.23,,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6.0
495,Red,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,
496,Red,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6.0
497,Red,7.2,0.34,0.32,2.5,0.09,,113.0,0.9966,3.32,0.79,11.1,5.0
498,Red,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,
499,Red,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6.0
500,Red,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6.0
501,Red,10.4,0.44,0.73,,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7.0
502,Red,10.4,0.44,0.73,,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7.0
503,Red,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,,10.9,7.0
504,Red,10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,,10.8,7.0
505,Red,10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7.0
506,Red,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,,10.8,7.0
507,Red,11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6.0
508,Red,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6.0
509,Red,,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7.0
510,Red,,0.42,0.49,,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5.0
511,Red,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6.0
512,Red,10.7,0.4,0.48,2.1,,15.0,49.0,0.998,3.03,0.81,9.7,6.0
513,Red,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7.0
514,Red,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7.0
515,Red,8.5,0.655,0.49,,,34.0,,1.001,3.31,,9.3,5.0
516,Red,,0.6,0.49,,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6.0
517,Red,10.4,0.61,0.49,2.1,,5.0,16.0,0.9994,3.16,0.63,8.4,
518,Red,10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6.0
519,Red,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5.0
520,Red,9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6.0
521,Red,7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5.0
522,Red,8.2,0.39,0.49,2.3,0.099,,,0.9979,3.38,0.99,9.8,5.0
523,Red,9.3,0.4,0.49,2.5,0.085,38.0,,0.9978,3.22,0.55,9.4,5.0
524,Red,9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5.0
525,Red,10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5.0
526,Red,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5.0
527,Red,7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6.0
